,precision,recall,f1-score,support
Bersem,0.0,0.0,0.0,16.0
Coriander,0.0,0.0,0.0,14.0
Garlic,0.5882352941176471,0.20833333333333334,0.3076923076923077,48.0
Gram,0.6666666666666666,0.4745762711864407,0.5544554455445545,59.0
Green pea,0.0,0.0,0.0,23.0
Lentil,0.0,0.0,0.0,103.0
Maize,0.6464088397790055,0.7986348122866894,0.7145038167938931,293.0
Mustard,0.6184738955823293,0.6222222222222222,0.6203423967774421,990.0
No crop/Fallow,0.7963800904977375,0.7507617306520414,0.7728983688833124,1641.0
Potato,0.0,0.0,0.0,41.0
Rice,0.375,0.023255813953488372,0.043795620437956206,129.0
Sugarcane,0.4015748031496063,0.3128834355828221,0.35172413793103446,163.0
Wheat,0.7252252252252253,0.8719842442146726,0.7918622848200313,2031.0
accuracy,0.7106827598630877,0.7106827598630877,0.7106827598630877,0.7106827598630877
macro avg,0.37061267807832443,0.3125116818024392,0.31979033683696395,5551.0
weighted avg,0.677874153843513,0.7106827598630877,0.6864618783125369,5551.0
