,precision,recall,f1-score,support
Bersem,0.0,0.0,0.0,16.0
Coriander,0.0,0.0,0.0,14.0
Garlic,0.43478260869565216,0.20833333333333334,0.28169014084507044,48.0
Gram,0.5714285714285714,0.13559322033898305,0.2191780821917808,59.0
Green pea,0.0,0.0,0.0,23.0
Lentil,0.0,0.0,0.0,103.0
Maize,0.5779816513761468,0.8600682593856656,0.691358024691358,293.0
Mustard,0.6450331125827815,0.4919191919191919,0.5581661891117479,990.0
No crop/Fallow,0.8171509567682494,0.7026203534430225,0.755570117955439,1641.0
Potato,0.0,0.0,0.0,41.0
Rice,0.23076923076923078,0.023255813953488372,0.04225352112676056,129.0
Sugarcane,0.24548736462093862,0.4171779141104294,0.3090909090909091,163.0
Wheat,0.6749521988527725,0.8690300344657804,0.759793370641412,2031.0
accuracy,0.6748333633579535,0.6748333633579535,0.6748333633579535,0.6748333633579535
macro avg,0.32289120731494947,0.2852306246884534,0.2782384888964983,5551.0
weighted avg,0.6564711877807538,0.6748333633579535,0.6522191467861341,5551.0
