,precision,recall,f1-score,support
Bersem,0.0,0.0,0.0,16.0
Coriander,0.0,0.0,0.0,14.0
Garlic,0.5714285714285714,0.25,0.34782608695652173,48.0
Gram,0.5263157894736842,0.3389830508474576,0.41237113402061853,59.0
Green pea,0.0,0.0,0.0,23.0
Lentil,0.09090909090909091,0.009708737864077669,0.017543859649122806,103.0
Maize,0.6510263929618768,0.757679180887372,0.7003154574132492,293.0
Mustard,0.5985772357723578,0.5949494949494949,0.596757852077001,990.0
No crop/Fallow,0.7335701598579041,0.7550274223034735,0.7441441441441441,1641.0
Potato,0.0,0.0,0.0,41.0
Rice,0.36363636363636365,0.031007751937984496,0.05714285714285714,129.0
Sugarcane,0.3953488372093023,0.4171779141104294,0.4059701492537313,163.0
Wheat,0.7316112084063048,0.8227474150664698,0.7745075318655852,2031.0
accuracy,0.6892451810484598,0.6892451810484598,0.6892451810484598,0.6892451810484598
macro avg,0.3586479730504197,0.30594468984359685,0.31204454404021775,5551.0
weighted avg,0.6579407284989826,0.6892451810484598,0.6677220626666606,5551.0
