,precision,recall,f1-score,support
Bersem,0.15789473684210525,0.1875,0.17142857142857143,16.0
Coriander,0.0,0.0,0.0,14.0
Garlic,0.2815533980582524,0.6041666666666666,0.3841059602649007,48.0
Gram,0.6129032258064516,0.6440677966101694,0.628099173553719,59.0
Green pea,0.0,0.0,0.0,23.0
Lentil,0.08904109589041095,0.1262135922330097,0.10441767068273092,103.0
Maize,0.6873156342182891,0.7952218430034129,0.7373417721518988,293.0
Mustard,0.645398773006135,0.5313131313131313,0.582825484764543,990.0
No crop/Fallow,0.8578352180936996,0.6471663619744058,0.7377561653351858,1641.0
Potato,0.06451612903225806,0.0975609756097561,0.07766990291262135,41.0
Rice,0.16,0.18604651162790697,0.17204301075268819,129.0
Sugarcane,0.30337078651685395,0.6625766871165644,0.4161849710982659,163.0
Wheat,0.7681879801174876,0.8370260955194485,0.8011310084825636,2031.0
accuracy,0.6737524770311656,0.6737524770311656,0.6737524770311656,0.6737524770311656
macro avg,0.35600130596784185,0.40914305089803626,0.37023105318674526,5551.0
weighted avg,0.7102024226626811,0.6737524770311656,0.6833007195012837,5551.0
