,precision,recall,f1-score,support
Bersem,0.0,0.0,0.0,16.0
Coriander,0.0,0.0,0.0,14.0
Garlic,0.6666666666666666,0.4166666666666667,0.5128205128205128,48.0
Gram,0.8928571428571429,0.423728813559322,0.5747126436781609,59.0
Green pea,0.0,0.0,0.0,23.0
Lentil,0.0,0.0,0.0,103.0
Maize,0.6629213483146067,0.8054607508532423,0.7272727272727273,293.0
Mustard,0.6236686390532544,0.5323232323232323,0.5743869209809265,990.0
No crop/Fallow,0.7884244372990353,0.7471054235222425,0.7672090112640801,1641.0
Potato,0.0,0.0,0.0,41.0
Rice,0.16666666666666666,0.015503875968992248,0.028368794326241134,129.0
Sugarcane,0.44029850746268656,0.3619631901840491,0.39730639730639733,163.0
Wheat,0.7044926413632843,0.8956179222058099,0.7886407977455019,2031.0
accuracy,0.7050981805080165,0.7050981805080165,0.7050981805080165,0.7050981805080165
macro avg,0.38046123459102643,0.32295152886796596,0.3362090619534268,5551.0
weighted avg,0.6691126269285603,0.7050981805080165,0.6790483437919149,5551.0
