season,date,NDVI_raw,NDVI_whittaker
wheat_2023_24,2023-11-04,,0.1685776230294067
wheat_2023_24,2023-11-05,0.1824401137287076,0.16548256818931792
wheat_2023_24,2023-11-06,,0.16238751334922896
wheat_2023_24,2023-11-07,,0.15944075390738607
wheat_2023_24,2023-11-08,,0.15679058526203554
wheat_2023_24,2023-11-09,,0.15458530281142369
wheat_2023_24,2023-11-10,,0.15297320195379688
wheat_2023_24,2023-11-11,,0.15210257808740152
wheat_2023_24,2023-11-12,,0.15212172661048418
wheat_2023_24,2023-11-13,,0.15317894292129133
wheat_2023_24,2023-11-14,,0.15542252241806942
wheat_2023_24,2023-11-15,0.1591153144836425,0.15900076049906486
wheat_2023_24,2023-11-16,,0.16406195256252412
wheat_2023_24,2023-11-17,,0.17075541825408522
wheat_2023_24,2023-11-18,,0.17923047721938629
wheat_2023_24,2023-11-19,,0.18963644910406555
wheat_2023_24,2023-11-20,0.15793646434509512,0.20212265355376127
wheat_2023_24,2023-11-21,,0.21683841021411182
wheat_2023_24,2023-11-22,,0.23356048850801567
wheat_2023_24,2023-11-23,,0.2520656578583713
wheat_2023_24,2023-11-24,,0.27213068768807736
wheat_2023_24,2023-11-25,0.28398801302488563,0.2935323474200323
wheat_2023_24,2023-11-26,,0.3160474064771348
wheat_2023_24,2023-11-27,,0.33936879385465535
wheat_2023_24,2023-11-28,,0.36318943854786445
wheat_2023_24,2023-11-29,,0.38720226955203235
wheat_2023_24,2023-11-30,,0.4111002158624292
wheat_2023_24,2023-12-01,,0.4345762064743253
wheat_2023_24,2023-12-02,,0.4573231703829907
wheat_2023_24,2023-12-03,,0.4790340365836953
wheat_2023_24,2023-12-04,,0.4994017340717094
wheat_2023_24,2023-12-05,0.5814618170261383,0.5181191918423032
wheat_2023_24,2023-12-06,,0.5348793388907471
wheat_2023_24,2023-12-07,,0.5499476718634834
wheat_2023_24,2023-12-08,,0.5635896874069539
wheat_2023_24,2023-12-09,,0.5760708821676009
wheat_2023_24,2023-12-10,0.5533495950894278,0.5876567527918665
wheat_2023_24,2023-12-11,,0.5986127959261925
wheat_2023_24,2023-12-12,,0.6089071795169327
wheat_2023_24,2023-12-13,,0.618508071510441
wheat_2023_24,2023-12-14,,0.6273836398530711
wheat_2023_24,2023-12-15,,0.6355020524911774
wheat_2023_24,2023-12-16,,0.6428314773711135
wheat_2023_24,2023-12-17,,0.649340082439233
wheat_2023_24,2023-12-18,,0.65499603564189
wheat_2023_24,2023-12-19,,0.6597675049254389
wheat_2023_24,2023-12-20,0.6678445846897311,0.6636226582362339
wheat_2023_24,2023-12-21,,0.666529663520629
wheat_2023_24,2023-12-22,,0.6684936098857289
wheat_2023_24,2023-12-23,,0.6695195864386378
wheat_2023_24,2023-12-24,,0.6696126822864605
wheat_2023_24,2023-12-25,0.6774449470908718,0.6687779865363016
wheat_2023_24,2023-12-26,,0.6670205882952653
wheat_2023_24,2023-12-27,,0.6644198406265805
wheat_2023_24,2023-12-28,,0.661055096593476
wheat_2023_24,2023-12-29,,0.6570057092591807
wheat_2023_24,2023-12-30,,0.6523510316869235
wheat_2023_24,2023-12-31,,0.647170416939933
wheat_2023_24,2024-01-01,,0.6415432180814377
wheat_2023_24,2024-01-02,,0.6355487881746666
wheat_2023_24,2024-01-03,,0.6292664802828496
wheat_2023_24,2024-01-04,,0.6227756474692161
wheat_2023_24,2024-01-05,,0.616155642796996
wheat_2023_24,2024-01-06,,0.609485819329419
wheat_2023_24,2024-01-07,,0.6028455301297146
wheat_2023_24,2024-01-08,,0.5963141282611121
wheat_2023_24,2024-01-09,,0.5899709667868406
wheat_2023_24,2024-01-10,,0.5838953987701296
wheat_2023_24,2024-01-11,,0.5781667772742091
wheat_2023_24,2024-01-12,,0.5728644553623088
wheat_2023_24,2024-01-13,,0.5680677860976584
wheat_2023_24,2024-01-14,,0.563856122543487
wheat_2023_24,2024-01-15,,0.5603088177630241
wheat_2023_24,2024-01-16,,0.557505224819499
wheat_2023_24,2024-01-17,,0.5555246967761412
wheat_2023_24,2024-01-18,,0.5544465866961799
wheat_2023_24,2024-01-19,,0.554350247642844
wheat_2023_24,2024-01-20,,0.5553150326793628
wheat_2023_24,2024-01-21,,0.5574202948689648
wheat_2023_24,2024-01-22,,0.5607453872748785
wheat_2023_24,2024-01-23,,0.5653696629603323
wheat_2023_24,2024-01-24,,0.5713724749885547
wheat_2023_24,2024-01-25,,0.5788331764227742
wheat_2023_24,2024-01-26,,0.5878311203262191
wheat_2023_24,2024-01-27,,0.5984456597621177
wheat_2023_24,2024-01-28,,0.6107561477936981
wheat_2023_24,2024-01-29,0.5717730388822059,0.6248419374841888
wheat_2023_24,2024-01-30,,0.6407823818968179
wheat_2023_24,2024-01-31,,0.6582156338397696
wheat_2023_24,2024-02-01,,0.6767798461212274
wheat_2023_24,2024-02-02,,0.6961131715493756
wheat_2023_24,2024-02-03,,0.715853762932398
wheat_2023_24,2024-02-04,,0.7356397730784787
wheat_2023_24,2024-02-05,,0.7551093547958015
wheat_2023_24,2024-02-06,,0.7739006608925505
wheat_2023_24,2024-02-07,,0.7916518441769098
wheat_2023_24,2024-02-08,0.8571029944349293,0.8080010574570637
wheat_2023_24,2024-02-09,,0.8225864535411963
wheat_2023_24,2024-02-10,,0.8354929165856833
wheat_2023_24,2024-02-11,,0.8468053307468998
wheat_2023_24,2024-02-12,,0.8566085801812219
wheat_2023_24,2024-02-13,,0.8649875490450252
wheat_2023_24,2024-02-14,,0.8720271214946858
wheat_2023_24,2024-02-15,,0.8778121816865794
wheat_2023_24,2024-02-16,,0.8824276137770821
wheat_2023_24,2024-02-17,,0.8859583019225697
wheat_2023_24,2024-02-18,,0.888489130279418
wheat_2023_24,2024-02-19,,0.8901049830040033
wheat_2023_24,2024-02-20,,0.8908907442527019
wheat_2023_24,2024-02-21,,0.89093129818189
wheat_2023_24,2024-02-22,,0.8903115289479454
wheat_2023_24,2024-02-23,0.8941642145315807,0.8891163207072467
wheat_2023_24,2024-02-24,,0.887430557616172
wheat_2023_24,2024-02-25,,0.8853848518104499
wheat_2023_24,2024-02-26,,0.8831098154258082
wheat_2023_24,2024-02-27,,0.880736060597975
wheat_2023_24,2024-02-28,0.8523207753896713,0.8783941994626784
wheat_2023_24,2024-02-29,,0.8762148441556461
wheat_2023_24,2024-03-01,,0.8740944572395594
wheat_2023_24,2024-03-02,,0.8719295012770988
wheat_2023_24,2024-03-03,,0.8696164388309449
wheat_2023_24,2024-03-04,0.8764250576496124,0.8670517324637776
wheat_2023_24,2024-03-05,,0.8641318447382773
wheat_2023_24,2024-03-06,,0.8608237986574354
wheat_2023_24,2024-03-07,,0.8570946172242426
wheat_2023_24,2024-03-08,,0.85291132344169
wheat_2023_24,2024-03-09,0.8399724438786507,0.8482409403127688
wheat_2023_24,2024-03-10,,0.8430504908404708
wheat_2023_24,2024-03-11,,0.8372335543241676
wheat_2023_24,2024-03-12,,0.8306837100632303
wheat_2023_24,2024-03-13,,0.8232945373570293
wheat_2023_24,2024-03-14,0.8296594016300225,0.8149596155049348
wheat_2023_24,2024-03-15,,0.8055725238063169
wheat_2023_24,2024-03-16,,0.795157698480169
wheat_2023_24,2024-03-17,,0.7837395757454849
wheat_2023_24,2024-03-18,,0.7713425918212574
wheat_2023_24,2024-03-19,0.7624274690945944,0.7579911829264799
wheat_2023_24,2024-03-20,,0.7437097852801458
wheat_2023_24,2024-03-21,,0.7285616308587173
wheat_2023_24,2024-03-22,,0.7126099516386575
wheat_2023_24,2024-03-23,,0.6959179795964286
wheat_2023_24,2024-03-24,,0.6785489467084934
wheat_2023_24,2024-03-25,,0.6605660849513149
wheat_2023_24,2024-03-26,,0.6420326263013563
wheat_2023_24,2024-03-27,,0.6230118027350808
wheat_2023_24,2024-03-28,,0.6035668462289516
wheat_2023_24,2024-03-29,0.5817665124640745,0.5837609887594318
wheat_2023_24,2024-03-30,,0.5636574623029847
wheat_2023_24,2024-03-31,,0.5433022915896034
wheat_2023_24,2024-04-01,,0.5227415013492809
wheat_2023_24,2024-04-02,,0.5020211163120103
wheat_2023_24,2024-04-03,0.4927499294281006,0.4811871612077848
wheat_2023_24,2024-04-04,,0.46028566076659755
wheat_2023_24,2024-04-05,,0.43945491514325874
wheat_2023_24,2024-04-06,,0.41883322449257926
wheat_2023_24,2024-04-07,,0.39855888896937
wheat_2023_24,2024-04-08,0.3634512515788057,0.3787702087284419
wheat_2023_24,2024-04-09,,0.35960548392460595
wheat_2023_24,2024-04-10,,0.3410666459568705
wheat_2023_24,2024-04-11,,0.3231556262242438
wheat_2023_24,2024-04-12,,0.30587435612573427
wheat_2023_24,2024-04-13,0.2741064533341093,0.2892247670603502
wheat_2023_24,2024-04-14,,0.27320879042709995
wheat_2023_24,2024-04-15,,0.2576997037395566
wheat_2023_24,2024-04-16,,0.24257078451129332
wheat_2023_24,2024-04-17,,0.22769531025588335
wheat_2023_24,2024-04-18,0.22727659575466705,0.2129465584869001
wheat_2024_25,2024-12-26,,0.18843119931460472
wheat_2024_25,2024-12-27,,0.20915443708627332
wheat_2024_25,2024-12-28,,0.22987767485794194
wheat_2024_25,2024-12-29,0.24471293258267696,0.2506009126296105
wheat_2024_25,2024-12-30,,0.27132415040127894
wheat_2024_25,2024-12-31,,0.2919988989255018
wheat_2024_25,2025-01-01,,0.31257666895483355
wheat_2024_25,2025-01-02,,0.33300897124182854
wheat_2024_25,2025-01-03,,0.35324731653904134
wheat_2024_25,2025-01-04,,0.3732432155990265
wheat_2024_25,2025-01-05,,0.3929481791743386
wheat_2024_25,2025-01-06,,0.41231371801753197
wheat_2024_25,2025-01-07,,0.4312913428811612
wheat_2024_25,2025-01-08,,0.44983256451778075
wheat_2024_25,2025-01-09,,0.46788889367994557
wheat_2024_25,2025-01-10,,0.48541184112021013
wheat_2024_25,2025-01-11,,0.502352917591129
wheat_2024_25,2025-01-12,,0.5186636338452567
wheat_2024_25,2025-01-13,0.5318638483683269,0.5342955006351479
wheat_2024_25,2025-01-14,,0.5492000287133566
wheat_2024_25,2025-01-15,,0.5633067962825798
wheat_2024_25,2025-01-16,,0.5765453815455144
wheat_2024_25,2025-01-17,,0.5888453627048571
wheat_2024_25,2025-01-18,,0.6001363179633051
wheat_2024_25,2025-01-19,,0.6103478255235554
wheat_2024_25,2025-01-20,,0.6194094635883046
wheat_2024_25,2025-01-21,,0.6272508103602499
wheat_2024_25,2025-01-22,,0.6338014440420877
wheat_2024_25,2025-01-23,0.7054277603563509,0.6389909428365154
wheat_2024_25,2025-01-24,,0.6427488849462302
wheat_2024_25,2025-01-25,,0.6456079906623938
wheat_2024_25,2025-01-26,,0.6481009802761685
wheat_2024_25,2025-01-27,,0.6507605740787161
wheat_2024_25,2025-01-28,0.5854984819889069,0.6541194923611989
wheat_2024_25,2025-01-29,,0.6587104554147789
wheat_2024_25,2025-01-30,,0.6644768501474204
wheat_2024_25,2025-01-31,,0.6713620634670877
wheat_2024_25,2025-02-01,,0.6793094822817456
wheat_2024_25,2025-02-02,0.6736516803503036,0.6882624934993582
wheat_2024_25,2025-02-03,,0.6981644840278904
wheat_2024_25,2025-02-04,,0.7088307812953537
wheat_2024_25,2025-02-05,,0.72007671272976
wheat_2024_25,2025-02-06,,0.7317176057591214
wheat_2024_25,2025-02-07,,0.7435687878114496
wheat_2024_25,2025-02-08,,0.7554455863147567
wheat_2024_25,2025-02-09,,0.7671633286970545
wheat_2024_25,2025-02-10,,0.7785373423863553
wheat_2024_25,2025-02-11,,0.7893829548106718
wheat_2024_25,2025-02-12,0.8169658929109573,0.799515493398017
wheat_2024_25,2025-02-13,,0.8087502855764035
wheat_2024_25,2025-02-14,,0.8170590280400672
wheat_2024_25,2025-02-15,,0.8244134174832445
wheat_2024_25,2025-02-16,,0.8307851506001708
wheat_2024_25,2025-02-17,0.8506646860441778,0.8361459240850826
wheat_2024_25,2025-02-18,,0.8404674346322154
wheat_2024_25,2025-02-19,,0.8438531865198653
wheat_2024_25,2025-02-20,,0.8464066840263282
wheat_2024_25,2025-02-21,,0.8482314314299002
wheat_2024_25,2025-02-22,,0.8494309330088772
wheat_2024_25,2025-02-23,,0.8501086930415552
wheat_2024_25,2025-02-24,,0.8503682158062303
wheat_2024_25,2025-02-25,,0.850313005581199
wheat_2024_25,2025-02-26,,0.8500465666447578
wheat_2024_25,2025-02-27,,0.8496724032752025
wheat_2024_25,2025-02-28,,0.8492940197508287
wheat_2024_25,2025-03-01,,0.8490149203499319
wheat_2024_25,2025-03-02,,0.8489386093508078
wheat_2024_25,2025-03-03,,0.8491685910317528
wheat_2024_25,2025-03-04,0.8229152566853539,0.8498083696710635
wheat_2024_25,2025-03-05,,0.8509614495470369
wheat_2024_25,2025-03-06,,0.852501425187739
wheat_2024_25,2025-03-07,,0.8543018911212363
wheat_2024_25,2025-03-08,,0.8562364418755957
wheat_2024_25,2025-03-09,0.8461481655760869,0.858178671978884
wheat_2024_25,2025-03-10,,0.8600021759591688
wheat_2024_25,2025-03-11,,0.8614729814637399
wheat_2024_25,2025-03-12,,0.8623571161398864
wheat_2024_25,2025-03-13,,0.862420607634898
wheat_2024_25,2025-03-14,0.8913281959331161,0.861429483596064
wheat_2024_25,2025-03-15,,0.8591497716706726
wheat_2024_25,2025-03-16,,0.855617760415569
wheat_2024_25,2025-03-17,,0.8508697383875982
wheat_2024_25,2025-03-18,,0.8449419941436046
wheat_2024_25,2025-03-19,0.8648942761525914,0.837870816240433
wheat_2024_25,2025-03-20,,0.8296924932349292
wheat_2024_25,2025-03-21,,0.8206870546949117
wheat_2024_25,2025-03-22,,0.8111345301881979
wheat_2024_25,2025-03-23,,0.8013149492826059
wheat_2024_25,2025-03-24,0.704460620880127,0.7915083415459538
wheat_2024_25,2025-03-25,,0.78199473654606
wheat_2024_25,2025-03-26,,0.7722963366355339
wheat_2024_25,2025-03-27,,0.7619353441669852
wheat_2024_25,2025-03-28,,0.7504339614930245
wheat_2024_25,2025-03-29,,0.7373143909662626
wheat_2024_25,2025-03-30,,0.72209883493931
wheat_2024_25,2025-03-31,0.777003638446331,0.7043094957647773
wheat_2024_25,2025-04-01,,0.6834685757952755
wheat_2024_25,2025-04-02,,0.6597439724154701
wheat_2024_25,2025-04-03,0.7118935883045197,0.6333035830100261
wheat_2024_25,2025-04-04,,0.6043153049636082
wheat_2024_25,2025-04-05,,0.5736389359035722
wheat_2024_25,2025-04-06,,0.5421342734572734
wheat_2024_25,2025-04-07,,0.5106611152520671
wheat_2024_25,2025-04-08,0.36744207168986376,0.48007925891530834
wheat_2024_25,2025-04-09,,0.451248502074352
wheat_2024_25,2025-04-10,,0.4241452134371377
wheat_2024_25,2025-04-11,,0.3987457617116048
wheat_2024_25,2025-04-12,,0.375026515605693
wheat_2024_25,2025-04-13,0.3444657679391444,0.35296384382734197
wheat_2024_25,2025-04-14,,0.3325341150844914
wheat_2024_25,2025-04-15,,0.313639214949355
wheat_2024_25,2025-04-16,,0.2961810289941462
wheat_2024_25,2025-04-17,,0.28006144279107853
wheat_2024_25,2025-04-18,0.2556714219374394,0.26518234191236545
wheat_2024_25,2025-04-19,,0.2514456119302204
wheat_2024_25,2025-04-20,0.22922486439347264,0.2386714563982485
wheat_2024_25,2025-04-21,,0.22668007887005495
wheat_2024_25,2025-04-22,,0.21521055334438036
wheat_2024_25,2025-04-23,0.23370558342763353,0.20400195381996525
wheat_2024_25,2025-04-24,,0.19279335429555014
wheat_2024_25,2025-04-25,,0.1815847547711349
wheat_2024_25,2025-04-26,,0.17037615524671962
