field_id,crop_id,crop_type,area_m2,n_fragments,n_source_chips,source_pixels,geometry_type,period_index,period_start,period_end,period_mid,days_from_start,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDRE,GNDVI,EVI,LSWI,S2_OBS_COUNT,S2_CLEAR_COUNT,S2_CLEAR_FRAC,S2_CS_CDF_MED,S1A_VV,S1A_VH,S1A_VVminusVH,S1A_ANGLE,S1A_COUNT,S1D_VV,S1D_VH,S1D_VVminusVH,S1D_ANGLE,S1D_COUNT,S1_TOTAL_COUNT
5559,14,Coriander,25507.875822977545,1,1,255,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.8431372642517088,-11.15793784459432,-18.89419174194336,8.162525177001953,42.596397399902344,1.0,,,,,,1.0
5271,8,Garlic,4900.482250515392,1,1,49,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09619999676942825,0.10859999805688858,0.12219999730587006,0.13420000672340393,0.14569999277591705,0.1573999971151352,0.16539999842643738,0.17030000686645508,0.218299999833107,0.18539999425411224,0.15181058645248413,0.1169665977358818,0.20656226575374603,0.09395914524793625,-0.14096099138259888,1.0,1.0,1.0,0.8666666746139526,-11.648015975952148,-21.169859886169434,9.660274309496726,43.49604034423828,1.0,-11.887675285339355,-21.613601684570312,9.902167320251465,44.89595413208008,1.0,2.0
5279,8,Garlic,11504.231779430427,1,1,115,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09510000050067902,0.1111999973654747,0.13120000064373016,0.14589999616146088,0.15690000355243686,0.16930000483989716,0.18299999833106995,0.18490000069141385,0.24230000376701355,0.20180000364780426,0.1589362770318985,0.12108332313936465,0.24005873774073114,0.0998493880033493,-0.14078046008944511,1.0,1.0,1.0,0.8666666746139526,-9.969420909881592,-18.86054999397715,9.204987781518819,41.943864822387695,1.0,,,,,,1.0
6183,13,Gram,12599.747838747415,1,1,126,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.0828000009059906,0.09860000014305115,0.11659999936819077,0.13046846033850204,0.13739172089251742,0.14869999885559082,0.15695000439882278,0.1595302403396905,0.19510955975027203,0.18130827975121272,0.1478326037120869,0.10231255739927292,0.23196566477417946,0.08249716460704803,-0.11431271962557958,1.0,1.0,1.0,0.8666666746139526,-13.171369552612305,-18.4590425491333,5.104071440904037,44.1031494140625,1.0,-11.837693112664642,-17.54187088670942,5.749491214752197,44.100736279720515,1.0,2.0
1151,3,Lentil,8101.691557565751,1,1,81,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.0934000015258789,0.10851603653567317,0.09750691824739084,0.1379999965429306,0.21549999713897705,0.24400000274181366,0.251800000667572,0.26510000228881836,0.19769999384880066,0.12800000607967377,0.43297915160655975,0.28834661841392517,0.3978992230587155,0.33499186237653095,0.1109553799033165,1.0,1.0,1.0,0.8666666746139526,-9.918297112443065,-16.153255242050452,6.3492018514974955,39.1134033203125,2.0,-9.918826643480072,-16.72061014175415,6.854372024536132,37.840370178222656,1.0,3.0
6455,9,Maize,6204.139030175857,1,1,62,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.05249999836087227,0.08025000244379044,0.055262498557567596,0.11955000460147858,0.2219499945640564,0.2549999952316284,0.2619999945163727,0.2649500072002411,0.16255000233650208,0.1002499982714653,0.646621823310852,0.3794337511062622,0.5310072432393613,0.4039764404296875,0.2732048034667969,2.0,2.0,1.0,0.888235330581665,-10.112975120544434,-15.35300064086914,5.208008050918579,37.092018127441406,1.0,-8.669615745544434,-16.936702728271484,9.043705464737661,41.4226473399571,1.0,2.0
6511,9,Maize,5804.494600225816,1,1,58,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.03973000198602676,0.0722000002861023,0.07011666893959045,0.13985000550746918,0.2238999903202057,0.2595999836921692,0.27904999256134033,0.2831000089645386,0.18325001001358032,0.11365000158548355,0.6026623249053955,0.34613972902297974,0.5914241075515747,0.3962356150150299,0.21783915162086487,4.0,4.0,1.0,0.8784313797950745,-9.309222221374512,-16.358883075225048,6.804881572723389,34.80421447753906,1.0,-8.642123126160964,-14.970513343811035,6.297964095312451,43.885746002197266,1.0,2.0
6543,9,Maize,6204.115369997695,1,1,62,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.033789150683760275,0.06370000541210175,0.06186666712164879,0.10100000351667404,0.140500009059906,0.1513499915599823,0.16189999878406525,0.15805000066757202,0.18289999663829803,0.12184999883174896,0.40461647510528564,0.19126704335212708,0.39551560084025067,0.1939198523759842,-0.06845948286354542,4.0,4.0,1.0,0.8686274290084839,-8.541423320770264,-17.5202579498291,8.41748388711508,37.54328918457031,1.0,-11.783675952833525,-17.8023738861084,6.413778305053711,41.65784454345703,1.0,2.0
6759,9,Maize,6404.357139522772,1,1,64,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.024554743306945955,0.06159999966621399,0.06486998421364817,0.1253499984741211,0.2048500031232834,0.23489999771118164,0.25850518529743066,0.2685999870300293,0.19214999675750732,0.11335000395774841,0.585225373506546,0.3772345185279846,0.6175093174351505,0.3475665748119354,0.1481233313679695,4.0,4.0,1.0,0.8725490570068359,-10.21584415435791,-15.022754393609308,4.825475215911865,37.329994201660156,1.0,-7.783802394171783,-12.658461816740541,4.074176362287823,41.525577545166016,1.0,2.0
6919,9,Maize,5603.812418874254,1,1,56,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.02969999983906746,0.05774570032153079,0.055799998342990875,0.10249999910593033,0.16484999656677246,0.18459999561309814,0.18569999933242798,0.20524999499320984,0.13260000944137573,0.07555000483989716,0.502539873123169,0.29386183619499207,0.49996718764305115,0.25284501910209656,0.19609280444915428,4.0,4.0,1.0,0.8666666746139526,-8.521341805202352,-12.650203704833984,3.8631929295403618,37.326226118134294,1.0,-9.149320337046749,-17.53867530822754,7.208632444543593,41.5247802734375,1.0,2.0
