field_id,sensor,acquisition_date,das,cloud_free,phenology_stage,notes
5559,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5271,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5279,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6183,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1151,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6455,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6511,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6543,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6759,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6919,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1015,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1143,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1239,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
423,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5311,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5327,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5375,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5383,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5447,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5551,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5615,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5655,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5679,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5719,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5735,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5815,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5855,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5879,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5895,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5975,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6015,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6039,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6055,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6095,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6119,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6175,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6191,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6215,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6223,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6263,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
887,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6463,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6855,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7031,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
71,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1183,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1535,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1631,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1783,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
471,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
719,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1047,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1111,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2159,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2303,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2751,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2975,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2983,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3207,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3399,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3447,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3471,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
503,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
519,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5295,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
543,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5439,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5567,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5639,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5767,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5823,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5967,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6079,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6087,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6143,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6151,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6231,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6239,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
