field_id,crop_id,crop_type,area_m2,n_fragments,n_source_chips,source_pixels,geometry_type,period_index,period_start,period_end,period_mid,days_from_start,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDRE,GNDVI,EVI,LSWI,S2_OBS_COUNT,S2_CLEAR_COUNT,S2_CLEAR_FRAC,S2_CS_CDF_MED,S1A_VV,S1A_VH,S1A_VVminusVH,S1A_ANGLE,S1A_COUNT,S1D_VV,S1D_VH,S1D_VVminusVH,S1D_ANGLE,S1D_COUNT,S1_TOTAL_COUNT
5865,13,Gram,14305.203537081235,1,1,143,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.05829999968409538,0.07248271077366197,0.0828000009059906,0.09380000084638596,0.10689999908208847,0.11479999870061874,0.1225999966263771,0.12319999933242798,0.16060000658035278,0.13930000364780426,0.19686077183161757,0.13585950434207916,0.2604435086250305,0.08517202684147791,-0.13335554056507182,3.0,3.0,1.0,0.8705882430076599,-11.394387736817423,-20.710322380065918,9.159268793635343,42.23024438535375,1.0,,,,,,1.0
6073,13,Gram,8995.814034101582,1,1,90,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.06720000505447388,0.09002792490999909,0.10111265506468298,0.12770000100135803,0.15035000443458557,0.16119998693466187,0.1633531504759082,0.17499999701976776,0.20479999482631683,0.1736000031232834,0.27059924602508545,0.20930063724517822,0.3519871085882187,0.13163876052300755,-0.10331922272841136,8.0,6.0,0.75,0.8627451062202454,,,,,,-11.964582125345865,-17.588300811910187,5.419323444366455,42.3843994140625,1.0,1.0
2609,3,Lentil,6604.810960310464,1,1,66,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09629999846220016,0.12020000070333481,0.1493481197251395,0.17949999868869781,0.20419999957084656,0.22840000689029694,0.24699999392032623,0.258899986743927,0.3517000079154968,0.2919999957084656,0.2543998956680298,0.16378161311149597,0.35370211799939477,0.1768402357896169,-0.17248356342315674,1.0,1.0,1.0,0.8784313797950745,-11.779225137498644,-20.15084854550956,8.808348655700684,40.08195722882993,1.0,-11.987722396850586,-20.462215423583984,8.586368507333935,37.899169921875,2.0,3.0
6505,9,Maize,8005.805561475771,1,1,80,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.03869999945163727,0.05730000138282776,0.0685499981045723,0.09309999644756317,0.13819999992847443,0.15094999969005585,0.1362999975681305,0.1595500111579895,0.15474998950958252,0.10545000433921814,0.2600131928920746,0.17731739580631256,0.31886281818151474,0.12660439809163412,-0.1231286602589903,4.0,4.0,1.0,0.8725490570068359,-9.529138695109975,-18.042823791503906,8.300465901692709,36.172969818115234,1.0,-6.656545639038086,-13.82542610168457,7.099355462205958,42.59791946411133,1.0,2.0
6761,9,Maize,7705.783900389182,1,1,77,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09070430890524582,0.123795236910687,0.1265999972820282,0.16619999706745148,0.20389999449253082,0.22290000319480896,0.2287999987602234,0.2346000075340271,0.27584999799728394,0.22255000472068787,0.2843173111526711,0.17383113503456116,0.2979467625773216,0.19804304257395597,-0.09291160106658936,4.0,4.0,1.0,0.8725490570068359,-8.771715881163816,-18.676789704604673,10.020285192663907,35.45936965942383,1.0,-8.766612029487812,-16.06900202517478,7.206583196466619,43.11655044555664,1.0,2.0
6977,9,Maize,7404.5527606694195,1,1,74,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.04292500019073486,0.06530000269412994,0.06187500059604645,0.1128000020980835,0.17269998788833618,0.20120000839233398,0.20758283932278626,0.2194499969482422,0.16830000281333923,0.11185000091791153,0.5237120687961578,0.3043019771575928,0.5131553140553561,0.27234378869477516,0.10415219931408415,2.0,2.0,1.0,0.8705882430076599,-10.544804573059082,-17.924753189086914,6.479514280954997,38.180606842041016,1.0,-10.339437212262835,-16.22188949584961,5.6016884463174,40.902930443219205,1.0,2.0
7089,9,Maize,6004.474857691946,1,1,60,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.052983333667119346,0.08379000276327134,0.09493547960178937,0.1396999955177307,0.18524999916553497,0.20260000228881836,0.21116666495800018,0.22174999117851257,0.24500000476837158,0.17964999377727509,0.3805343359708786,0.21086806058883667,0.4365969743086883,0.20953471213579178,-0.08854872733354568,4.0,4.0,1.0,0.8784313797950745,-9.5294271846767,-15.509268760681152,6.101291179656982,35.850406646728516,1.0,-8.979986472207992,-15.459193229675293,6.526801109313965,43.16085433959961,1.0,2.0
7137,9,Maize,6104.605869101572,1,1,61,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09699109240906256,0.1306999921798706,0.1582999974489212,0.18050000071525574,0.1858000010251999,0.20239999890327454,0.21051346014251482,0.21535000205039978,0.32249999046325684,0.3268499970436096,0.13028998783189957,0.08545932173728943,0.23624367269407645,0.07875563568086363,-0.2247822880744934,4.0,4.0,1.0,0.8784313797950745,-12.273797035217285,-24.07221031188965,10.900862216949463,35.536800384521484,1.0,-13.217144966125488,-20.243019104003906,7.455077648162842,43.34995079040527,1.0,2.0
7249,9,Maize,7906.066594709576,1,1,79,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09730000048875809,0.1299000084400177,0.16100000217556953,0.18204998970031738,0.19054999947547913,0.20515000820159912,0.20829999446868896,0.21810001134872437,0.3190000057220459,0.31644999980926514,0.12563053951247624,0.08388899266719818,0.22993393739064535,0.07838232641287718,-0.20681583231877224,4.0,4.0,1.0,0.8823529481887817,-13.023422876993815,-22.00527064005534,9.090091868658751,35.01315689086914,1.0,-10.646731553254304,-17.45638835524506,6.56921911239624,43.62465286254883,1.0,2.0
1001,2,Mustard,10204.729629041361,1,1,102,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.1103999987244606,0.12120000272989273,0.1209000013768673,0.156700000166893,0.21029521160457418,0.2368000000715256,0.24646666646003723,0.2633999884128571,0.2542000114917755,0.18219999969005585,0.3502765569484459,0.2505888044834137,0.34929846845122875,0.27980252799256755,-0.02042389288544655,1.0,1.0,1.0,0.8588235378265381,-10.241569519042969,-16.92267196339772,6.713544845581055,36.78799438476562,2.0,-9.913701629020741,-15.228700637817383,5.5353200994365315,39.89564579688699,1.0,3.0
1209,2,Mustard,6701.24108483679,1,1,67,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09769999980926514,0.10779999941587448,0.09719999879598618,0.1339000016450882,0.19869999587535858,0.22660000622272491,0.24140000343322754,0.25290000438690186,0.1876000016927719,0.11240000277757645,0.4231483278038738,0.2997402548789978,0.381609171628952,0.32967836474594864,0.12632881104946136,1.0,1.0,1.0,0.8588235378265381,-11.458248456319174,-16.573320281639525,5.327608865695995,39.200721740722656,2.0,-8.089939172252398,-14.513110181559687,6.339252040071307,37.59402847290039,1.0,3.0
2041,2,Mustard,9606.6815780751,1,1,96,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.11699999868869781,0.13740000128746033,0.14880000054836273,0.1711000055074692,0.19859999418258667,0.21320000290870667,0.21355992806013827,0.2209620764636892,0.24779999256134033,0.23260000348091125,0.17046741396188736,0.12646675109863278,0.21605735732161482,0.12459184295601317,-0.08504834877593177,1.0,1.0,1.0,0.8470588326454163,-10.52986728788136,-19.051610946655273,9.050654139723362,39.97189521789551,1.0,-10.949355656338723,-20.09152317047119,9.205066795808722,36.64430236816406,2.0,3.0
225,2,Mustard,6902.4713432496455,1,1,69,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09111171397673364,0.10580000281333923,0.08666495502786299,0.1273999959230423,0.21889999508857727,0.24899999797344208,0.2556000053882599,0.26649999618530273,0.2070000022649765,0.11990000307559967,0.49179314680335934,0.3579462170600891,0.418769422628694,0.3761829559580755,0.11349034309387207,1.0,1.0,1.0,0.8588235378265381,-11.813435554504395,-17.328052333527552,5.836245432087019,37.743566354115806,2.0,-9.154163936515907,-16.86791229248047,8.090919494628906,38.96157066345215,1.0,3.0
2641,2,Mustard,5604.353713614538,1,1,56,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.0856291120046679,0.10311666876077652,0.10170000046491623,0.13975000381469727,0.19439999759197235,0.21700000762939453,0.22540000081062317,0.23420000076293945,0.20789998769760132,0.15285000205039978,0.3501436412334442,0.24607433378696442,0.35501629180748373,0.24532292783260345,0.012564207737644514,2.0,2.0,1.0,0.8784313797950745,-9.976840019226074,-17.56898307800293,7.590656753065346,38.74762379438028,1.0,-8.806838989257812,-16.45932388305664,8.531314760446548,39.307701110839844,2.0,3.0
5265,2,Mustard,8395.713725589083,1,1,84,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.06939999759197235,0.10943999737501145,0.09080000221729279,0.15549999475479126,0.3237000107765198,0.34880000352859497,0.3626909188248894,0.35929998755455017,0.22529999911785126,0.15160000324249268,0.5903837084770203,0.3954326808452606,0.5333333611488342,0.4879853427410126,0.23524241430495316,4.0,3.0,0.75,0.8823529481887817,,,,,,-10.562797546386719,-19.207059860229492,8.654117584228516,42.07276153564453,1.0,1.0
5313,2,Mustard,8001.519010211278,1,1,80,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.07450000196695328,0.08980000019073486,0.10189999639987946,0.12080000340938568,0.1396999955177307,0.15549999475479126,0.1589999943971634,0.16699999570846558,0.1940000057220459,0.1664000004529953,0.21185185015201569,0.16912519931793213,0.2806626111268997,0.11440136283636093,-0.10470497777706453,1.0,1.0,1.0,0.8627451062202454,-10.908536911010742,-18.538957595825195,7.59488077279998,42.957115173339844,1.0,-13.201764106750488,-20.94363021850586,8.075234413146973,45.537391662597656,1.0,2.0
5361,2,Mustard,7600.83038153933,1,1,76,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.08463333547115326,0.09589999914169312,0.10760000348091125,0.12129999697208405,0.13660000264644623,0.14270000159740448,0.15379999577999115,0.1597999930381775,0.19920000433921814,0.15620000660419464,0.17389590688505954,0.13129176199436188,0.22906175709426027,0.09815382046601703,-0.12470472503579064,1.0,1.0,1.0,0.8549019694328308,-12.786553382873535,-20.110641479492188,7.59717869758606,43.35481643676758,1.0,-12.26209545135498,-20.586848735809326,8.340835571289062,44.90544128417969,1.0,2.0
5369,2,Mustard,6700.706478815765,1,1,67,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.08910000324249268,0.10339999943971634,0.11699999868869781,0.1315000057220459,0.14659999310970306,0.16050000488758087,0.17299999296665192,0.1762000024318695,0.22939999401569366,0.20350000262260437,0.19579052329063415,0.14823079109191895,0.25621551275253296,0.11753144860267639,-0.13553948402404783,1.0,1.0,1.0,0.8705882430076599,-11.655394823654838,-19.692630767822266,7.608583927154541,43.450870513916016,1.0,-11.451950073242188,-21.978732277854384,10.914913646245408,44.94192886352539,1.0,2.0
5377,2,Mustard,10404.188376783844,1,1,104,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.06726291129021969,0.10010000318288803,0.07519999891519547,0.14180000126361847,0.31679999828338623,0.3562000095844269,0.35527151853113437,0.36414541727394684,0.20149999856948853,0.11959999799728394,0.653244768164148,0.43904817104339594,0.5670932233333588,0.5287548340667156,0.2877878362240453,3.0,3.0,1.0,0.886274516582489,-11.582269668579102,-18.794406313907686,7.064423815072949,41.86275100708008,1.0,,,,,,1.0
5513,2,Mustard,7099.383236323476,1,1,71,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.0984461374661747,0.12167376292740355,0.12700000405311584,0.16110000014305115,0.22210000455379486,0.24449999630451202,0.25654999166727066,0.2597000002861023,0.274399995803833,0.2143000066280365,0.3368544578552246,0.2509469985961914,0.35870999097824097,0.24469482898712158,-0.03449490790565809,1.0,1.0,1.0,0.8509804010391235,-11.406689243931925,-20.737975271512184,9.413941860198975,44.7628288269043,1.0,-10.698074340820312,-21.82670900791506,11.00302505493164,43.96259689331055,1.0,2.0
5545,2,Mustard,5799.154125909552,1,1,58,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.1054000034928322,0.121799997985363,0.12943423674204754,0.14640000462532043,0.16429999470710754,0.1768999993801117,0.1889999955892563,0.18960000574588776,0.24660000205039978,0.21379999816417694,0.1812002807855606,0.13325868546962738,0.2182583250105381,0.12355230997006099,-0.12630791031744767,1.0,1.0,1.0,0.843137264251709,-8.65832233428955,-16.849275505252,8.468446060204606,45.095951080322266,1.0,-10.558594703674316,-17.82429028084265,7.152855318814971,43.65131759643555,1.0,2.0
5561,2,Mustard,5401.66227418174,1,1,54,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.8588235378265381,-10.959743449014661,-19.799598693847656,9.220851575805579,42.60829581743405,1.0,,,,,,1.0
5609,2,Mustard,9100.760996074237,1,1,91,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09130000323057175,0.1017666682600975,0.11259999871253966,0.12319999933242798,0.1315000057220459,0.1421000063419342,0.15266077525049285,0.15700000524520874,0.20579999685287476,0.1736000031232834,0.15116004149119058,0.11779450625181198,0.20000026698591689,0.08807928264141082,-0.14587971568107605,1.0,1.0,1.0,0.8549019694328308,-10.649277687072754,-18.73356056213379,8.330134391784668,43.49470333024567,1.0,-11.24503424379657,-19.167449951171875,7.923408672034022,44.73535919189453,1.0,2.0
