field_id,sensor,acquisition_date,das,cloud_free,phenology_stage,notes
5300,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5476,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6012,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6300,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5340,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5988,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
12,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1332,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2084,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6716,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7220,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7260,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1116,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1588,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1948,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2004,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2252,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2652,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3444,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5268,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5332,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5348,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5460,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5524,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5604,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5644,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5772,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5820,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5916,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5964,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6020,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6028,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6084,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6132,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6172,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6188,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6244,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6868,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7196,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
780,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2300,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5804,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6628,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1316,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2260,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2324,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2380,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1196,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1228,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1444,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1524,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1540,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1820,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1932,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2044,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2236,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2348,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2532,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2636,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2748,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2796,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3028,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3092,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3388,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3508,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3604,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
500,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5388,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5468,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5556,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5588,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5660,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5668,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5708,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5756,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5812,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5836,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5884,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6044,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6212,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6252,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6268,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6292,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6580,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6956,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1460,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2540,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
452,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1628,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
372,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7060,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
388,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1956,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1308,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
644,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2604,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3236,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6460,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6492,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7012,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7172,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
204,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
396,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2228,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3356,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1860,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
708,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1028,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1980,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
156,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2108,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2828,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1428,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1500,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
76,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2516,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3100,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
476,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5516,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
964,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7084,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1260,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1900,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2756,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3116,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3532,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3540,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
420,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
588,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
764,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1580,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1596,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1348,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
292,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3220,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6468,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7228,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1132,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1220,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
308,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6444,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6780,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6828,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
