field_id,crop_id,crop_type,area_m2,n_fragments,n_source_chips,source_pixels,geometry_type,period_index,period_start,period_end,period_mid,days_from_start,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDRE,GNDVI,EVI,LSWI,S2_OBS_COUNT,S2_CLEAR_COUNT,S2_CLEAR_FRAC,S2_CS_CDF_MED,S1A_VV,S1A_VH,S1A_VVminusVH,S1A_ANGLE,S1A_COUNT,S1D_VV,S1D_VH,S1D_VVminusVH,S1D_ANGLE,S1D_COUNT,S1_TOTAL_COUNT
5882,8,Garlic,12198.579545112178,1,1,122,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09455853873047947,0.10719999670982361,0.11339999735355377,0.1295219607246497,0.14489999413490295,0.1565555532773336,0.16383333504199982,0.16990000009536743,0.20736913245018648,0.18194000923122502,0.18294358379075787,0.12756647169589996,0.2095108553651332,0.11204064947334395,-0.11881638616323471,1.0,1.0,1.0,0.8588235378265381,-12.090883572896322,-21.701434580883635,9.839291400887273,45.13202879902378,1.0,-15.027680737039317,-22.398331837130186,8.034316301345825,43.98708724975586,1.0,2.0
5946,8,Garlic,8501.905316362643,1,1,85,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.08320000022649765,0.09430000185966492,0.10719999670982361,0.12030000239610672,0.13030000030994415,0.14300000667572021,0.1521059009641739,0.1599999964237213,0.2240000069141388,0.20170000195503235,0.17336904262106842,0.13965266942977905,0.23589961547950813,0.09782073385906151,-0.18970337510108948,1.0,1.0,1.0,0.8666666746139526,-12.221817016601562,-21.390228271484375,8.455385208129883,42.73356628417969,1.0,,,,,,1.0
5522,13,Gram,13504.411535616535,1,1,135,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.08330000191926956,0.094200000166893,0.1037999987602234,0.11504174640735686,0.1263517382197883,0.13639253452707903,0.1500562010717786,0.15230000019073486,0.21300824892096423,0.17900000512599945,0.17875849548539888,0.14620327949523926,0.22904076205123475,0.09912445233084477,-0.17266536255677542,1.0,1.0,1.0,0.8823529481887816,-9.646397540038569,-19.38317108154297,9.463593482971191,42.2601432800293,1.0,,,,,,1.0
5562,13,Gram,13904.252024307976,1,1,139,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.8509804010391235,-13.044319152832031,-24.61216163635254,10.459120114644369,42.61094665527344,1.0,,,,,,1.0
5906,13,Gram,12702.86681732517,1,1,127,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.08110000193119049,0.09191569578798098,0.10459999740123749,0.11841720462806762,0.13510000705718994,0.1436000019311905,0.15265714483601706,0.16130000352859497,0.20409999787807465,0.17209999263286588,0.17649152874946594,0.14845938980579376,0.24520768225193024,0.09689345210790634,-0.12765800928110554,1.0,1.0,1.0,0.8666666746139526,-12.77587189598344,-20.66243076324463,7.402817726135254,42.730377197265625,1.0,,,,,,1.0
5986,13,Gram,12893.990307481758,1,1,129,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.07381666451692581,0.10557499900460243,0.1554500013589859,0.18129999935626984,0.21790000796318054,0.23108444297601807,0.23867499828338623,0.23525653287834425,0.2569500207901001,0.23045000433921814,0.19844058125757325,0.11756367981433868,0.3812507788340251,0.12229068881194842,-0.05335904471576214,8.0,6.0,0.75,0.8705882430076599,,,,,,-11.518220901489258,-23.099891193946544,11.371959686279297,42.35163879394531,1.0,1.0
6074,13,Gram,7096.7025353096815,1,1,71,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.07310000061988829,0.09629607682718949,0.10760000348091125,0.1237500011920929,0.13780000805854797,0.14755000174045563,0.15950633811228201,0.16135001182556152,0.2016499936580658,0.17785000801086426,0.23785166442394257,0.19770538806915283,0.3284130198715706,0.11445961221610404,-0.12126894295215607,8.0,6.0,0.75,0.8607842922210693,,,,,,-11.343355612321334,-17.7706298828125,6.6368513107299805,42.38643264770508,1.0,1.0
2802,3,Lentil,6604.9080515544,1,1,66,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09499999880790712,0.11219999939203262,0.12860000133514404,0.16089999675750732,0.18780000507831573,0.20669999718666077,0.2224999964237213,0.2296999990940094,0.26429998874664307,0.17949999868869781,0.2548850033425095,0.16997581720352173,0.32317851866222663,0.172521732613712,-0.0840815888473242,1.0,1.0,1.0,0.8627451062202454,-10.596735031046766,-16.78313974627185,6.139575966788679,39.12455940246582,1.0,-8.596405982971191,-15.792410200139237,7.219696312556649,37.74419432048556,2.0,3.0
4882,9,Maize,7597.13557458863,1,1,76,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.048232861458487125,0.07365000247955322,0.05799999833106994,0.12290000170469284,0.24560000002384186,0.26809999346733093,0.27854838698861084,0.29269999265670776,0.21400000154972076,0.11620000004768372,0.6611672336789403,0.4005791246891022,0.5742325186729431,0.4372170567512512,0.12370277941226959,2.0,1.0,0.5,0.4941176513431746,,,,,,,,,,,0.0
6730,9,Maize,9907.017485666658,1,1,99,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.0352900005877018,0.07090000063180923,0.057533333698908486,0.12364999949932098,0.23864999413490295,0.2842000126838684,0.3057080519270435,0.3022499978542328,0.1555500030517578,0.08349999785423279,0.6664070636034012,0.40061521530151367,0.6268449001468641,0.42009787261486053,0.31471162537733716,4.0,4.0,1.0,0.8764705657958984,-8.607319831848145,-16.170279309166435,7.20381727218628,36.69076156616211,1.0,-10.392870903015137,-15.287575717857687,4.6358489990234375,42.388187408447266,1.0,2.0
