field_id,sensor,acquisition_date,das,cloud_free,phenology_stage,notes
1144,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6048,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6216,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1616,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2544,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5512,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6512,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6656,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6672,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6752,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1104,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1128,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1592,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2320,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3392,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5312,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5328,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5352,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5376,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5384,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5424,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5504,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5624,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5672,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5680,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5696,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5736,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5744,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5808,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5816,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5848,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5856,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5888,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5984,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6008,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6024,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6096,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6208,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6240,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6280,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6440,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
656,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7304,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7032,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
88,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7232,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3400,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1048,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1112,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
128,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1568,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1632,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1888,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1992,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2096,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2608,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2872,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
