field_id,sensor,acquisition_date,das,cloud_free,phenology_stage,notes
5517,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5917,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5357,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5477,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5573,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5693,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6045,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6261,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6341,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7053,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1061,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1493,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1589,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1685,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1781,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2965,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3381,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5333,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5365,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5445,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5501,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5525,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5541,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5645,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5677,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5749,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5885,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5893,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5949,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5981,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6029,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6101,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6117,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6133,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6157,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6173,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6205,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6221,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6277,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2941,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
61,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6109,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6877,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7037,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2629,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2637,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3469,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1013,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1117,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1253,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1717,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1765,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1829,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2453,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2493,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2653,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2773,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
