field_id,sensor,acquisition_date,das,cloud_free,phenology_stage,notes
5865,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6073,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2609,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6505,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6761,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6977,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7089,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7137,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7249,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1001,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1209,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2041,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
225,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2641,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5265,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5313,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5361,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5369,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5377,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5513,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5545,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5561,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5609,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5633,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5665,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
