field_id,crop_id,crop_type,area_m2,n_fragments,n_source_chips,source_pixels,geometry_type,period_index,period_start,period_end,period_mid,days_from_start,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NDRE,GNDVI,EVI,LSWI,S2_OBS_COUNT,S2_CLEAR_COUNT,S2_CLEAR_FRAC,S2_CS_CDF_MED,S1A_VV,S1A_VH,S1A_VVminusVH,S1A_ANGLE,S1A_COUNT,S1D_VV,S1D_VH,S1D_VVminusVH,S1D_ANGLE,S1D_COUNT,S1_TOTAL_COUNT
5300,8,Garlic,12101.536124425971,1,1,121,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.08294999971985817,0.09380000084638596,0.09880000352859497,0.11159999668598175,0.13058734989453175,0.14091698439691744,0.14599512915646107,0.1546087303436469,0.19552705527340097,0.16034843508225724,0.19407638907432556,0.16362566731435838,0.22135504517182467,0.10703506817420323,-0.1302189580067431,1.0,1.0,1.0,0.8745098114013672,-11.383035659790039,-18.6451591970515,6.977679014205933,43.45211410522461,1.0,-12.159601211547852,-18.91360944493265,6.789465427398682,45.192891308385086,1.0,2.0
5476,8,Garlic,7702.912848451412,1,1,77,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.06239999830722809,0.07580000162124634,0.08879999816417694,0.10279999673366547,0.10899999737739563,0.11980000138282776,0.1265999972820282,0.12970000505447388,0.15870000422000885,0.11909999698400497,0.1788693368434906,0.11891118437051773,0.25348101306450527,0.07558997705552462,-0.14692628574577085,3.0,3.0,1.0,0.8666666746139526,-11.038432359695435,-18.28380584716797,7.466462135314941,42.07872772216797,1.0,,,,,,1.0
6012,8,Garlic,7500.612426868424,1,1,75,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09099999815225603,0.09969999641180038,0.10899999737739563,0.12060000002384186,0.1265999972820282,0.13860000669956207,0.1485999971628189,0.1509999930858612,0.19439999759197235,0.15139999985694885,0.15009358987821525,0.11804512143135071,0.1967741698026657,0.08682494822388384,-0.13332351297140121,1.0,1.0,1.0,0.8509804010391235,-11.90992533076893,-19.548612594604492,7.882809162139893,43.5803108215332,1.0,-11.339142799377441,-20.53488185882568,8.41588306427002,44.781002044677734,1.0,2.0
6300,8,Garlic,8601.468549486066,1,1,86,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.0719232147946974,0.09130000323057175,0.11140000075101852,0.12680000066757202,0.14000000059604645,0.1525000035762787,0.16150669363876766,0.16779999434947968,0.19040000438690186,0.14990000426769257,0.1782251497109731,0.13120929896831512,0.2775601014693578,0.09421813583087224,-0.0856807604432106,1.0,1.0,1.0,0.8509804010391235,-11.9069185256958,-17.89195113589527,5.846336813670833,43.59429931640625,1.0,,,,,,1.0
5340,13,Gram,7201.809345291813,1,1,72,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09009999781847,0.10660000145435335,0.1217499990016222,0.13840000331401825,0.15919999778270721,0.1712999939918518,0.1793999969959259,0.1876000016927719,0.24050000309944153,0.21529999375343323,0.18480168884798004,0.15308643877506256,0.25235754051966647,0.11373148486018181,-0.15113124251365662,1.0,1.0,1.0,0.8784313797950745,-12.544720649719238,-21.102215210346017,8.065866470336914,42.62266159057617,1.0,,,,,,1.0
5988,13,Gram,8495.983273175847,1,1,85,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.0720750018954277,0.09530000388622284,0.1229499951004982,0.140749990940094,0.15895000100135803,0.1708499938249588,0.18034999817609787,0.18410000205039978,0.20750001072883606,0.18950000405311584,0.19037729650735857,0.1487179547548294,0.304929922024409,0.10304982215166092,-0.11418016254901886,8.0,6.0,0.75,0.8764705657958984,,,,,,-10.646987915039062,-18.98512077331543,8.259779930114746,42.337528228759766,1.0,1.0
4796,5,Green pea,8296.638275787502,1,1,83,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.054720061384491786,0.08380000293254852,0.0675667527653472,0.1347000002861023,0.26669999957084656,0.2994999885559082,0.3131999969482422,0.31709998846054077,0.2004999965429306,0.10790000110864639,0.6401718854904175,0.405132532119751,0.5709645237663004,0.46767630554469564,0.21803438104689118,2.0,1.0,0.5,0.44313725829124456,,,,,,,,,,,0.0
12,3,Lentil,7201.586676747637,1,1,72,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.10719999670982361,0.12160000205039977,0.12839999794960022,0.1590999960899353,0.20000000298023224,0.22349999845027924,0.23319999873638153,0.24570000171661377,0.24690000712871552,0.18940000236034393,0.28824833035469055,0.2139328271150589,0.31679168343544006,0.21546201678418025,-0.04313359782099724,1.0,1.0,1.0,0.8588235378265381,-9.958765983581543,-16.376176834106445,6.827800273895264,38.958827025598765,2.0,-10.284635543823242,-14.82393741607666,5.02881383895874,37.87925720214844,1.0,3.0
1332,3,Lentil,7002.568549198137,1,1,70,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.12639999389648438,0.15919999778270721,0.17419999837875366,0.210999995470047,0.2572000026702881,0.2800999879837036,0.2888571449688503,0.2921999990940094,0.350600004196167,0.32350000739097595,0.23845572769641876,0.15677526593208313,0.28180565501694904,0.19899776577949524,-0.09308719085463397,1.0,1.0,1.0,0.8745098114013672,-14.08287239074707,-23.635879516601562,9.317575129595669,37.9804238673146,2.0,-13.723295211791992,-20.88680648803711,7.562682628631592,39.249680262345535,1.0,3.0
2084,9,Maize,6404.415137750002,1,1,64,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.0982000008225441,0.11819999665021896,0.1281999945640564,0.17640000581741333,0.23929999768733978,0.26649999618530273,0.2773999869823456,0.289000004529953,0.299699991941452,0.22589999437332153,0.381462424993515,0.25395843386650085,0.4134983643889427,0.29795031249523163,-0.0429789200425148,1.0,1.0,1.0,0.8705882430076599,-12.766877174377441,-19.110553741455078,6.613419055938721,40.50102615356445,1.0,-10.837568759918213,-17.656166076660156,6.764522075653076,36.79192352294922,2.0,3.0
6716,9,Maize,7705.240169329508,1,1,77,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.025499999523162842,0.05875000109275182,0.03244999796152115,0.1075499951839447,0.24400000274181366,0.28154999017715454,0.29360002279281616,0.30330002307891846,0.16330000758171082,0.08349999785423279,0.7980388275124212,0.47918441891670227,0.6636539399623871,0.5109156966209412,0.276209695981099,4.0,4.0,1.0,0.8705882430076599,-9.463394326850187,-14.536520957946777,5.154017448425293,37.02153015136719,1.0,-9.533927917480469,-16.224583200480943,6.548769116401672,41.74617385864258,1.0,2.0
7220,9,Maize,6504.84305327514,1,1,65,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.030249999836087227,0.059699999168515205,0.03949999809265137,0.09935000538825989,0.17965000867843628,0.20184999704360962,0.21615916421407888,0.20755000412464142,0.11410000175237656,0.06469999998807907,0.6779795597449704,0.3485049307346344,0.5237827301025391,0.34997397661209106,0.2918555836866398,4.0,4.0,1.0,0.886274516582489,-12.08730347588467,-17.399221420288086,5.20276403427124,35.754493713378906,1.0,-10.83644210424706,-16.08527569757604,4.799592018127441,43.062503814697266,1.0,2.0
7260,9,Maize,6204.557408709005,1,1,62,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.09356971326328459,0.12379999458789825,0.1493000090122223,0.1620500087738037,0.1772499978542328,0.19299998879432678,0.19910000264644623,0.20454999804496765,0.28224998712539673,0.2786499857902527,0.13537283471840267,0.09286653995513916,0.22208350918721978,0.08323545268138104,-0.1912645697593689,4.0,4.0,1.0,0.8803921937942505,-12.338452246800768,-20.71179962158203,8.450282096862793,35.9122314453125,1.0,-9.893667221069336,-19.672676771548794,9.80141450888337,42.764404296875,1.0,2.0
1116,2,Mustard,6601.722984909865,1,1,66,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.10660000145435333,0.13539999723434448,0.12020000070333481,0.17550000548362732,0.28220000863075256,0.31049999594688416,0.3192000091075897,0.33250001072883606,0.27090001106262207,0.1923000067472458,0.4580001085996628,0.31912484765052795,0.4124097266675343,0.4083353281021118,0.1084655337035656,1.0,1.0,1.0,0.8627451062202454,-10.078413375240395,-17.263800786091732,7.340833400993191,38.87629699707031,2.0,-9.387044906616211,-16.844337463378906,7.059248375975712,38.36044692993164,1.0,3.0
1588,2,Mustard,6001.834978637661,1,1,60,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.1151999980211258,0.12460000067949295,0.12319999933242798,0.15950000286102295,0.1981000006198883,0.21580000221729279,0.23080000281333923,0.24009999632835388,0.2531999945640564,0.18240000307559967,0.28493452072143555,0.1892024725675583,0.2904463857412338,0.22722134153757775,-0.049852637213564685,1.0,1.0,1.0,0.8549019694328308,-10.034960746765137,-17.166394233703613,7.511435508728027,38.361595153808594,2.0,-9.262251249556678,-14.451522113286961,5.555227756500244,38.62684440612793,1.0,3.0
1948,2,Mustard,6505.136099855024,1,1,65,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.08879999816417693,0.11956076802542576,0.08720000088214874,0.16019999980926514,0.3037000000476837,0.3418999910354614,0.36320000886917114,0.36059999465942383,0.2282000035047531,0.1386999934911728,0.6042207280794779,0.39211344718933105,0.5130870938301086,0.5440904498100281,0.2148672491312027,1.0,1.0,1.0,0.8823529481887817,-10.1722412109375,-15.704695217628611,5.5362229347229,38.39243698120117,1.0,-8.249913215637207,-16.088552474975586,7.30971437563999,34.63168555002669,1.0,2.0
2004,2,Mustard,9907.61897177992,1,1,99,Polygon,0.0,2021-11-01,2021-11-10,2021-11-06,5.0,0.06840000301599503,0.08855910572261291,0.07300000101491645,0.11940000206232071,0.23440000414848328,0.27570000290870667,0.29520077153574675,0.30279999971389776,0.18490000069141388,0.10620000213384628,0.5987360775470734,0.44105440378189087,0.5386454393241034,0.4391154944896698,0.21092897653579712,1.0,1.0,1.0,0.8784313797950745,-9.27574139542696,-14.41226249174638,5.08709885644131,38.895226503895444,1.0,-9.272695135973725,-14.41236686706543,5.323511180789789,38.90951889148656,2.0,3.0
