field_id,sensor,acquisition_date,das,cloud_free,phenology_stage,notes
5882,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5946,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5522,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5562,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5906,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5986,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6074,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
2802,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6730,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7242,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7258,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7298,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1338,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1586,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
1890,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
3578,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
394,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5298,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5346,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5378,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5386,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5450,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5458,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5474,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5530,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5650,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5658,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5722,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5770,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5786,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5802,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5810,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5890,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
5938,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6010,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6082,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6122,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6170,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6178,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6218,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6242,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
6282,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
7042,S1,2021-11-06,,,,periodic_composite_10d;ASC_DESC_features_kept_separate
